,From,To,Product_ID,Demand,trfQty
470,Bandung-WH16,Bali-WH18,PROD1041,700,240
471,Surabaya-WH19,Surabaya-WH1,PROD1041,378,73
472,Surabaya-WH19,Surabaya-WH8,PROD1041,625,53
473,Surabaya-WH19,Bali-WH11,PROD1041,576,106
474,Surabaya-WH19,Surabaya-WH15,PROD1041,552,39
475,Surabaya-WH19,Bali-WH18,PROD1041,700,13
476,Surabaya-WH19,Surabaya-WH20,PROD1041,648,61
477,Supplier,Jakarta-WH2,PROD1041,48,48
478,Supplier,Surabaya-WH4,PROD1041,675,675
479,Supplier,Surabaya-WH8,PROD1041,625,66
480,Supplier,Surabaya-WH10,PROD1041,322,322
481,Supplier,Jakarta-WH14,PROD1041,525,525
482,Supplier,Bandung-WH16,PROD1041,475,475
483,Surabaya-WH1,Jakarta-WH14,PROD1046,690,89
484,Surabaya-WH1,Surabaya-WH19,PROD1046,168,113
485,Surabaya-WH1,Surabaya-WH20,PROD1046,504,97
486,Surabaya-WH4,Surabaya-WH8,PROD1046,696,435
487,Surabaya-WH4,Surabaya-WH15,PROD1046,504,37
488,Jakarta-WH5,Jakarta-WH2,PROD1046,513,91
489,Jakarta-WH5,Jakarta-WH13,PROD1046,264,38
490,Jakarta-WH5,Jakarta-WH14,PROD1046,690,186
491,Surabaya-WH10,Surabaya-WH20,PROD1046,504,188
492,Jakarta-WH12,Jakarta-WH7,PROD1046,480,117
493,Jakarta-WH12,Jakarta-WH13,PROD1046,264,26
494,Bandung-WH16,Jakarta-WH14,PROD1046,690,143
495,Bali-WH17,Bandung-WH3,PROD1046,780,289
496,Bali-WH17,Bali-WH11,PROD1046,312,98
497,Bali-WH18,Bandung-WH3,PROD1046,780,196
498,Bali-WH18,Bandung-WH6,PROD1046,384,72
499,Bali-WH18,Bandung-WH9,PROD1046,480,17
500,Bali-WH18,Surabaya-WH15,PROD1046,504,108
501,Bali-WH18,Surabaya-WH20,PROD1046,504,92
502,Supplier,Surabaya-WH1,PROD1046,312,312
503,Supplier,Surabaya-WH4,PROD1046,616,616
504,Supplier,Jakarta-WH5,PROD1046,575,575
505,Supplier,Surabaya-WH10,PROD1046,480,480
506,Supplier,Bali-WH11,PROD1046,312,42
507,Supplier,Jakarta-WH12,PROD1046,550,550
508,Supplier,Bandung-WH16,PROD1046,216,216
509,Supplier,Bali-WH17,PROD1046,75,75
510,Supplier,Bali-WH18,PROD1046,25,25
511,Surabaya-WH1,Bali-WH18,PROD1047,675,6
512,Surabaya-WH4,Bali-WH18,PROD1047,675,46
513,Jakarta-WH5,Jakarta-WH2,PROD1047,144,144
514,Jakarta-WH5,Jakarta-WH13,PROD1047,600,29
515,Bandung-WH6,Bandung-WH3,PROD1047,550,203
516,Jakarta-WH7,Jakarta-WH13,PROD1047,600,100
517,Bandung-WH9,Jakarta-WH13,PROD1047,600,256
518,Bali-WH11,Bali-WH18,PROD1047,675,188
519,Jakarta-WH14,Jakarta-WH12,PROD1047,616,227
520,Jakarta-WH14,Jakarta-WH13,PROD1047,600,203
521,Surabaya-WH15,Surabaya-WH8,PROD1047,416,3
522,Surabaya-WH15,Surabaya-WH10,PROD1047,750,171
523,Surabaya-WH15,Surabaya-WH20,PROD1047,325,2
524,Bandung-WH16,Bandung-WH3,PROD1047,550,10
525,Bandung-WH16,Jakarta-WH12,PROD1047,616,145
526,Bandung-WH16,Bali-WH18,PROD1047,675,38
527,Bali-WH17,Bali-WH18,PROD1047,675,171
528,Surabaya-WH19,Surabaya-WH8,PROD1047,416,48
529,Surabaya-WH19,Bali-WH18,PROD1047,675,126
530,Supplier,Bandung-WH6,PROD1047,225,225
531,Supplier,Bandung-WH9,PROD1047,644,644
532,Supplier,Surabaya-WH10,PROD1047,750,201
533,Supplier,Bali-WH11,PROD1047,700,700
534,Surabaya-WH1,Surabaya-WH10,PROD1058,264,87
535,Surabaya-WH1,Bali-WH11,PROD1058,598,53
536,Surabaya-WH1,Bali-WH18,PROD1058,675,53
537,Bandung-WH3,Bandung-WH9,PROD1058,525,392
538,Surabaya-WH4,Surabaya-WH15,PROD1058,156,3
539,Surabaya-WH4,Bali-WH18,PROD1058,675,66
540,Surabaya-WH4,Surabaya-WH20,PROD1058,240,201
541,Jakarta-WH5,Jakarta-WH2,PROD1058,624,128
542,Jakarta-WH5,Jakarta-WH7,PROD1058,600,266
543,Jakarta-WH5,Bandung-WH9,PROD1058,525,13
544,Jakarta-WH5,Jakarta-WH12,PROD1058,384,76
545,Surabaya-WH8,Bali-WH18,PROD1058,675,306
546,Surabaya-WH8,Surabaya-WH19,PROD1058,600,190
547,Jakarta-WH13,Jakarta-WH7,PROD1058,600,212
548,Jakarta-WH14,Jakarta-WH12,PROD1058,384,28
549,Bandung-WH16,Bandung-WH6,PROD1058,408,220
550,Bandung-WH16,Bandung-WH9,PROD1058,525,69
551,Bandung-WH16,Bali-WH18,PROD1058,675,96
552,Bali-WH17,Bali-WH11,PROD1058,598,312
553,Supplier,Surabaya-WH1,PROD1058,253,253
554,Supplier,Bandung-WH3,PROD1058,700,700
555,Supplier,Surabaya-WH4,PROD1058,437,437
556,Supplier,Jakarta-WH5,PROD1058,442,442
557,Supplier,Surabaya-WH8,PROD1058,208,208
558,Supplier,Jakarta-WH14,PROD1058,552,552
559,Supplier,Bandung-WH16,PROD1058,575,575
560,Supplier,Bali-WH17,PROD1058,312,312
561,Supplier,Bali-WH18,PROD1058,675,58
562,Surabaya-WH1,Surabaya-WH4,PROD1120,475,385
563,Jakarta-WH7,Jakarta-WH2,PROD1120,168,20
564,Jakarta-WH7,Jakarta-WH12,PROD1120,418,24
565,Jakarta-WH7,Jakarta-WH13,PROD1120,650,345
566,Surabaya-WH8,Bandung-WH3,PROD1120,700,4
567,Surabaya-WH8,Surabaya-WH4,PROD1120,475,23
568,Surabaya-WH8,Bali-WH18,PROD1120,504,231
569,Bandung-WH9,Bandung-WH3,PROD1120,700,98
570,Bali-WH11,Bali-WH17,PROD1120,621,63
571,Jakarta-WH14,Jakarta-WH5,PROD1120,506,144
572,Jakarta-WH14,Bandung-WH6,PROD1120,405,62
573,Jakarta-WH14,Jakarta-WH12,PROD1120,418,195
574,Surabaya-WH15,Bandung-WH6,PROD1120,405,249
575,Surabaya-WH15,Surabaya-WH10,PROD1120,624,153
576,Surabaya-WH15,Bali-WH17,PROD1120,621,28
577,Bandung-WH16,Bandung-WH3,PROD1120,700,218
578,Bandung-WH16,Bandung-WH6,PROD1120,405,51
579,Surabaya-WH19,Bali-WH17,PROD1120,621,150
580,Surabaya-WH20,Bali-WH18,PROD1120,504,224
581,Supplier,Surabaya-WH1,PROD1120,288,288
582,Supplier,Jakarta-WH7,PROD1120,345,345
583,Supplier,Surabaya-WH8,PROD1120,368,368
584,Supplier,Bandung-WH9,PROD1120,672,322
585,Supplier,Bali-WH11,PROD1120,675,675
586,Supplier,Jakarta-WH14,PROD1120,483,483
587,Supplier,Surabaya-WH15,PROD1120,288,288
588,Jakarta-WH2,Bandung-WH6,PROD1020,75,22
589,Jakarta-WH2,Jakarta-WH7,PROD1020,225,173
590,Bandung-WH3,Bandung-WH6,PROD1020,75,48
591,Bandung-WH3,Bandung-WH16,PROD1020,625,296
592,Bandung-WH3,Bali-WH17,PROD1020,360,33
593,Surabaya-WH4,Surabaya-WH15,PROD1020,575,395
594,Jakarta-WH5,Jakarta-WH13,PROD1020,480,8
595,Surabaya-WH8,Surabaya-WH15,PROD1020,575,41
596,Surabaya-WH8,Surabaya-WH19,PROD1020,425,120
597,Surabaya-WH8,Surabaya-WH20,PROD1020,575,5
598,Bandung-WH9,Bandung-WH16,PROD1020,625,114
599,Surabaya-WH10,Surabaya-WH1,PROD1020,528,29
600,Surabaya-WH10,Surabaya-WH15,PROD1020,575,78
601,Surabaya-WH10,Bali-WH17,PROD1020,360,101
602,Jakarta-WH12,Jakarta-WH7,PROD1020,225,34
603,Jakarta-WH12,Jakarta-WH13,PROD1020,480,10
604,Jakarta-WH14,Jakarta-WH13,PROD1020,480,171
605,Bali-WH18,Bali-WH11,PROD1020,414,79
606,Bali-WH18,Bali-WH17,PROD1020,360,175
607,Supplier,Jakarta-WH2,PROD1020,725,725
608,Supplier,Surabaya-WH4,PROD1020,598,598
609,Supplier,Jakarta-WH5,PROD1020,300,300
610,Supplier,Surabaya-WH8,PROD1020,69,69
611,Supplier,Bandung-WH9,PROD1020,432,432
612,Supplier,Surabaya-WH10,PROD1020,24,24
613,Supplier,Jakarta-WH12,PROD1020,408,408
614,Supplier,Surabaya-WH20,PROD1020,575,142
615,Surabaya-WH1,Surabaya-WH19,PROD1026,624,87
616,Jakarta-WH5,Jakarta-WH13,PROD1026,400,126
617,Jakarta-WH5,Jakarta-WH14,PROD1026,408,60
618,Jakarta-WH7,Jakarta-WH2,PROD1026,575,298
619,Jakarta-WH7,Bandung-WH3,PROD1026,208,70
620,Surabaya-WH8,Surabaya-WH4,PROD1026,350,55
621,Surabaya-WH8,Surabaya-WH20,PROD1026,442,57
622,Surabaya-WH10,Surabaya-WH19,PROD1026,624,94
623,Surabaya-WH10,Surabaya-WH20,PROD1026,442,67
624,Bali-WH11,Bandung-WH9,PROD1026,696,286
625,Bali-WH11,Surabaya-WH19,PROD1026,624,37
626,Jakarta-WH12,Bandung-WH3,PROD1026,208,72
627,Jakarta-WH12,Bandung-WH9,PROD1026,696,313
628,Jakarta-WH12,Jakarta-WH13,PROD1026,400,14
629,Surabaya-WH15,Surabaya-WH19,PROD1026,624,98
630,Bali-WH17,Bandung-WH6,PROD1026,240,88
631,Bali-WH17,Bandung-WH16,PROD1026,500,124
632,Bali-WH17,Surabaya-WH20,PROD1026,442,28
633,Bali-WH18,Surabaya-WH20,PROD1026,442,85
634,Supplier,Jakarta-WH2,PROD1026,575,205
635,Supplier,Jakarta-WH5,PROD1026,48,48
636,Supplier,Jakarta-WH7,PROD1026,384,384
637,Supplier,Surabaya-WH8,PROD1026,650,650
638,Supplier,Surabaya-WH10,PROD1026,780,780
639,Supplier,Bali-WH11,PROD1026,23,23
640,Supplier,Jakarta-WH12,PROD1026,750,750
641,Supplier,Bali-WH17,PROD1026,702,702
642,Supplier,Bali-WH18,PROD1026,92,92
643,Jakarta-WH2,Jakarta-WH14,PROD1082,702,61
644,Surabaya-WH4,Surabaya-WH10,PROD1082,408,179
645,Jakarta-WH5,Jakarta-WH14,PROD1082,702,170
646,Jakarta-WH7,Jakarta-WH14,PROD1082,702,24
647,Bali-WH11,Bandung-WH9,PROD1082,325,10
648,Jakarta-WH12,Jakarta-WH14,PROD1082,702,55
649,Surabaya-WH15,Surabaya-WH1,PROD1082,120,104
650,Surabaya-WH15,Surabaya-WH8,PROD1082,276,4
651,Surabaya-WH15,Surabaya-WH10,PROD1082,408,72
652,Surabaya-WH15,Jakarta-WH14,PROD1082,702,5
653,Bandung-WH16,Bandung-WH3,PROD1082,400,38
654,Bandung-WH16,Bandung-WH9,PROD1082,325,63
655,Bandung-WH16,Jakarta-WH13,PROD1082,375,21
656,Bandung-WH16,Jakarta-WH14,PROD1082,702,119
657,Bali-WH17,Bandung-WH3,PROD1082,400,9
658,Bali-WH17,Bandung-WH6,PROD1082,104,65
659,Bali-WH18,Bandung-WH3,PROD1082,400,46
660,Surabaya-WH19,Surabaya-WH10,PROD1082,408,53
661,Surabaya-WH20,Jakarta-WH14,PROD1082,702,66
662,Supplier,Surabaya-WH4,PROD1082,26,26
663,Supplier,Jakarta-WH7,PROD1082,100,100
664,Supplier,Bandung-WH16,PROD1082,650,622
665,Supplier,Surabaya-WH20,PROD1082,700,700
666,Jakarta-WH5,Bandung-WH16,PROD1087,408,257
667,Surabaya-WH8,Surabaya-WH1,PROD1087,696,172
668,Bandung-WH9,Bandung-WH3,PROD1087,696,96
669,Jakarta-WH12,Jakarta-WH7,PROD1087,360,203
670,Jakarta-WH13,Jakarta-WH2,PROD1087,528,173
671,Jakarta-WH14,Jakarta-WH2,PROD1087,528,47
672,Jakarta-WH14,Bandung-WH3,PROD1087,696,315
673,Jakarta-WH14,Jakarta-WH7,PROD1087,360,138
674,Surabaya-WH15,Surabaya-WH10,PROD1087,624,53
675,Bali-WH17,Surabaya-WH10,PROD1087,624,28
676,Bali-WH17,Bali-WH11,PROD1087,676,186
677,Bali-WH18,Bandung-WH3,PROD1087,696,109
678,Bali-WH18,Bandung-WH6,PROD1087,225,122
679,Bali-WH18,Surabaya-WH10,PROD1087,624,158
680,Bali-WH18,Bandung-WH16,PROD1087,408,95
681,Surabaya-WH19,Surabaya-WH4,PROD1087,264,246
682,Surabaya-WH19,Surabaya-WH10,PROD1087,624,221
683,Surabaya-WH20,Surabaya-WH1,PROD1087,696,50
684,Surabaya-WH20,Surabaya-WH10,PROD1087,624,111
685,Supplier,Jakarta-WH5,PROD1087,572,572
686,Supplier,Surabaya-WH8,PROD1087,368,251
687,Supplier,Bandung-WH9,PROD1087,475,475
688,Supplier,Jakarta-WH12,PROD1087,350,350
689,Supplier,Jakarta-WH14,PROD1087,50,50
690,Supplier,Bali-WH18,PROD1087,168,168
691,Supplier,Surabaya-WH19,PROD1087,625,625
692,Supplier,Surabaya-WH20,PROD1087,572,572
693,Surabaya-WH1,Surabaya-WH4,PROD1064,672,215
694,Jakarta-WH2,Jakarta-WH12,PROD1064,729,104
695,Jakarta-WH5,Jakarta-WH12,PROD1064,729,111
696,Jakarta-WH5,Jakarta-WH14,PROD1064,780,186
697,Bandung-WH6,Bandung-WH3,PROD1064,480,8
698,Bandung-WH6,Jakarta-WH14,PROD1064,780,140
699,Jakarta-WH7,Jakarta-WH12,PROD1064,729,220
700,Bandung-WH9,Jakarta-WH12,PROD1064,729,12
701,Bali-WH11,Surabaya-WH8,PROD1064,650,139
702,Jakarta-WH13,Jakarta-WH14,PROD1064,780,112
703,Surabaya-WH15,Surabaya-WH8,PROD1064,650,26
704,Bandung-WH16,Bandung-WH3,PROD1064,480,176
705,Bali-WH17,Bandung-WH3,PROD1064,480,141
706,Bali-WH17,Surabaya-WH4,PROD1064,672,167
707,Bali-WH17,Surabaya-WH8,PROD1064,650,12
708,Bali-WH17,Surabaya-WH10,PROD1064,552,87
709,Bali-WH18,Surabaya-WH4,PROD1064,672,98
710,Surabaya-WH19,Surabaya-WH4,PROD1064,672,44
711,Surabaya-WH20,Surabaya-WH8,PROD1064,650,107
712,Supplier,Surabaya-WH1,PROD1064,294,294
713,Supplier,Jakarta-WH2,PROD1064,286,286
714,Supplier,Jakarta-WH5,PROD1064,425,425
715,Supplier,Bandung-WH9,PROD1064,312,312
716,Supplier,Bali-WH11,PROD1064,72,72
717,Supplier,Jakarta-WH12,PROD1064,729,77
718,Supplier,Jakarta-WH13,PROD1064,690,690
719,Supplier,Surabaya-WH15,PROD1064,625,625
720,Supplier,Bandung-WH16,PROD1064,456,456
721,Supplier,Bali-WH17,PROD1064,391,391
722,Bandung-WH3,Jakarta-WH12,PROD1083,720,203
723,Jakarta-WH5,Jakarta-WH7,PROD1083,720,184
724,Bandung-WH6,Jakarta-WH12,PROD1083,720,47
725,Surabaya-WH8,Surabaya-WH1,PROD1083,345,182
726,Surabaya-WH8,Surabaya-WH4,PROD1083,550,96
727,Surabaya-WH8,Bali-WH17,PROD1083,425,154
728,Bandung-WH9,Jakarta-WH7,PROD1083,720,346
729,Bandung-WH9,Jakarta-WH12,PROD1083,720,48
730,Jakarta-WH13,Jakarta-WH2,PROD1083,552,273
731,Jakarta-WH14,Jakarta-WH2,PROD1083,552,138
732,Jakarta-WH14,Jakarta-WH12,PROD1083,720,132
733,Surabaya-WH15,Surabaya-WH1,PROD1083,345,150
734,Bandung-WH16,Jakarta-WH12,PROD1083,720,138
735,Bali-WH18,Bali-WH11,PROD1083,480,175
736,Surabaya-WH19,Surabaya-WH4,PROD1083,550,401
737,Surabaya-WH20,Surabaya-WH10,PROD1083,364,32
738,Surabaya-WH20,Bali-WH11,PROD1083,480,18
739,Surabaya-WH20,Bali-WH17,PROD1083,425,238
740,Supplier,Jakarta-WH2,PROD1083,552,14
741,Supplier,Bandung-WH3,PROD1083,432,432
742,Supplier,Surabaya-WH8,PROD1083,504,504
743,Supplier,Bandung-WH9,PROD1083,225,225
744,Supplier,Bali-WH11,PROD1083,480,215
745,Supplier,Jakarta-WH14,PROD1083,408,408
746,Supplier,Bandung-WH16,PROD1083,168,168
747,Supplier,Surabaya-WH19,PROD1083,600,600
748,Supplier,Surabaya-WH20,PROD1083,360,360
749,Jakarta-WH2,Surabaya-WH1,PROD1089,650,37
750,Surabaya-WH4,Surabaya-WH1,PROD1089,650,53
751,Jakarta-WH5,Surabaya-WH15,PROD1089,350,143
752,Bandung-WH6,Bandung-WH3,PROD1089,432,31
753,Bandung-WH6,Bali-WH11,PROD1089,598,44
754,Jakarta-WH7,Surabaya-WH1,PROD1089,650,93
755,Surabaya-WH8,Surabaya-WH1,PROD1089,650,110
756,Bandung-WH9,Surabaya-WH1,PROD1089,650,105
757,Bandung-WH9,Bandung-WH3,PROD1089,432,24
758,Surabaya-WH10,Surabaya-WH1,PROD1089,650,172
759,Jakarta-WH12,Surabaya-WH1,PROD1089,650,7
760,Jakarta-WH12,Jakarta-WH14,PROD1089,100,89
761,Jakarta-WH12,Surabaya-WH20,PROD1089,350,78
762,Jakarta-WH13,Surabaya-WH20,PROD1089,350,20
763,Bandung-WH16,Bandung-WH3,PROD1089,432,121
764,Bali-WH17,Bali-WH11,PROD1089,598,264
765,Bali-WH18,Bali-WH11,PROD1089,598,114
766,Surabaya-WH19,Surabaya-WH1,PROD1089,650,29
767,Surabaya-WH19,Surabaya-WH15,PROD1089,350,35
768,Supplier,Jakarta-WH2,PROD1089,702,702
769,Supplier,Surabaya-WH4,PROD1089,300,23
770,Supplier,Jakarta-WH5,PROD1089,754,754
771,Supplier,Bandung-WH6,PROD1089,725,725
772,Supplier,Jakarta-WH7,PROD1089,225,225
773,Supplier,Surabaya-WH8,PROD1089,84,84
774,Supplier,Bandung-WH9,PROD1089,96,96
775,Supplier,Surabaya-WH10,PROD1089,368,368
776,Supplier,Jakarta-WH12,PROD1089,384,384
777,Supplier,Bandung-WH16,PROD1089,391,391
778,Supplier,Bali-WH17,PROD1089,300,300
779,Supplier,Bali-WH18,PROD1089,225,225
780,Supplier,Surabaya-WH19,PROD1089,225,225
781,Jakarta-WH2,Jakarta-WH5,PROD1146,650,29
782,Jakarta-WH2,Jakarta-WH13,PROD1146,234,93
783,Bandung-WH3,Jakarta-WH5,PROD1146,650,122
784,Surabaya-WH4,Jakarta-WH5,PROD1146,650,112
785,Surabaya-WH8,Jakarta-WH5,PROD1146,650,27
786,Surabaya-WH8,Surabaya-WH10,PROD1146,624,49
787,Bali-WH11,Bandung-WH6,PROD1146,400,187
788,Bali-WH11,Surabaya-WH15,PROD1146,550,282
789,Jakarta-WH14,Jakarta-WH5,PROD1146,650,66
790,Jakarta-WH14,Jakarta-WH7,PROD1146,288,103
791,Jakarta-WH14,Jakarta-WH12,PROD1146,336,45
792,Bandung-WH16,Jakarta-WH5,PROD1146,650,13
793,Bali-WH17,Bandung-WH6,PROD1146,400,7
794,Bali-WH17,Surabaya-WH10,PROD1146,624,129
795,Bali-WH17,Surabaya-WH20,PROD1146,513,30
796,Bali-WH18,Surabaya-WH1,PROD1146,288,4
797,Bali-WH18,Bandung-WH9,PROD1146,175,163
798,Bali-WH18,Surabaya-WH20,PROD1146,513,250
799,Surabaya-WH19,Jakarta-WH5,PROD1146,650,110
800,Supplier,Surabaya-WH4,PROD1146,624,624
801,Supplier,Surabaya-WH10,PROD1146,624,187
802,Supplier,Bali-WH11,PROD1146,161,161
803,Supplier,Jakarta-WH14,PROD1146,208,208
804,Supplier,Bandung-WH16,PROD1146,350,350
805,Supplier,Bali-WH17,PROD1146,210,210
806,Supplier,Bali-WH18,PROD1146,432,432
807,Supplier,Surabaya-WH19,PROD1146,345,345
808,Surabaya-WH1,Surabaya-WH8,PROD1147,550,49
809,Bandung-WH3,Jakarta-WH2,PROD1147,783,198
810,Bandung-WH3,Jakarta-WH7,PROD1147,276,26
811,Bandung-WH3,Jakarta-WH13,PROD1147,325,23
812,Surabaya-WH4,Jakarta-WH13,PROD1147,325,15
813,Jakarta-WH5,Jakarta-WH14,PROD1147,600,74
814,Bandung-WH6,Jakarta-WH2,PROD1147,783,88
815,Bandung-WH6,Bandung-WH9,PROD1147,624,92
816,Bandung-WH6,Jakarta-WH14,PROD1147,600,272
817,Bali-WH11,Bandung-WH9,PROD1147,624,214
818,Jakarta-WH12,Jakarta-WH2,PROD1147,783,270
819,Surabaya-WH15,Surabaya-WH8,PROD1147,550,213
820,Surabaya-WH15,Jakarta-WH13,PROD1147,325,133
821,Bali-WH17,Bandung-WH9,PROD1147,624,61
822,Bali-WH17,Bandung-WH16,PROD1147,264,20
823,Bali-WH18,Bandung-WH9,PROD1147,624,84
824,Surabaya-WH19,Jakarta-WH7,PROD1147,276,108
825,Surabaya-WH20,Jakarta-WH2,PROD1147,783,55
826,Surabaya-WH20,Surabaya-WH10,PROD1147,286,44
827,Supplier,Bandung-WH3,PROD1147,360,360
828,Supplier,Surabaya-WH4,PROD1147,368,368
829,Supplier,Bandung-WH6,PROD1147,184,184
830,Supplier,Surabaya-WH10,PROD1147,286,233
831,Supplier,Bali-WH11,PROD1147,391,391
832,Supplier,Jakarta-WH12,PROD1147,696,696
833,Supplier,Surabaya-WH15,PROD1147,72,72
834,Supplier,Bali-WH17,PROD1147,25,25
835,Supplier,Bali-WH18,PROD1147,598,598
836,Supplier,Surabaya-WH20,PROD1147,675,675
837,Surabaya-WH1,Bandung-WH6,PROD1059,700,157
838,Jakarta-WH2,Jakarta-WH5,PROD1059,480,193
839,Jakarta-WH2,Jakarta-WH13,PROD1059,528,159
840,Jakarta-WH7,Jakarta-WH5,PROD1059,480,25
841,Jakarta-WH7,Jakarta-WH12,PROD1059,700,219
842,Jakarta-WH7,Jakarta-WH14,PROD1059,350,157
843,Surabaya-WH8,Surabaya-WH20,PROD1059,624,84
844,Bandung-WH9,Bandung-WH3,PROD1059,456,7
845,Surabaya-WH10,Bandung-WH3,PROD1059,456,30
846,Surabaya-WH10,Jakarta-WH5,PROD1059,480,118
847,Surabaya-WH10,Bandung-WH16,PROD1059,575,159
848,Surabaya-WH10,Surabaya-WH20,PROD1059,624,79
849,Surabaya-WH15,Bandung-WH3,PROD1059,456,89
850,Surabaya-WH15,Bandung-WH6,PROD1059,700,50
851,Bali-WH17,Bali-WH11,PROD1059,696,210
852,Bali-WH18,Bali-WH11,PROD1059,696,95
853,Bali-WH18,Bandung-WH16,PROD1059,575,55
854,Surabaya-WH19,Surabaya-WH4,PROD1059,625,141
855,Surabaya-WH19,Bandung-WH6,PROD1059,700,135
856,Supplier,Jakarta-WH2,PROD1059,192,192
857,Supplier,Jakarta-WH7,PROD1059,480,480
858,Supplier,Surabaya-WH8,PROD1059,648,648
859,Supplier,Surabaya-WH10,PROD1059,175,175
860,Supplier,Jakarta-WH12,PROD1059,700,380
861,Surabaya-WH4,Surabaya-WH15,PROD1060,700,316
862,Jakarta-WH7,Jakarta-WH5,PROD1060,667,161
863,Surabaya-WH8,Surabaya-WH1,PROD1060,504,208
864,Surabaya-WH8,Surabaya-WH19,PROD1060,325,210
865,Surabaya-WH10,Surabaya-WH1,PROD1060,504,3
866,Surabaya-WH10,Surabaya-WH15,PROD1060,700,344
867,Bali-WH11,Bandung-WH9,PROD1060,725,18
868,Jakarta-WH12,Jakarta-WH2,PROD1060,350,28
869,Jakarta-WH12,Jakarta-WH5,PROD1060,667,294
870,Jakarta-WH14,Jakarta-WH2,PROD1060,350,89
871,Bandung-WH16,Jakarta-WH2,PROD1060,350,123
872,Bandung-WH16,Bandung-WH9,PROD1060,725,273
873,Bali-WH17,Surabaya-WH1,PROD1060,504,77
874,Bali-WH17,Bandung-WH3,PROD1060,754,273
875,Bali-WH17,Bandung-WH6,PROD1060,144,57
876,Bali-WH18,Bandung-WH3,PROD1060,754,75
877,Bali-WH18,Bandung-WH9,PROD1060,725,371
878,Surabaya-WH20,Surabaya-WH1,PROD1060,504,183
879,Supplier,Surabaya-WH4,PROD1060,125,125
880,Supplier,Jakarta-WH7,PROD1060,175,175
881,Supplier,Surabaya-WH8,PROD1060,150,150
882,Supplier,Surabaya-WH10,PROD1060,504,504
883,Supplier,Jakarta-WH12,PROD1060,350,287
884,Supplier,Jakarta-WH13,PROD1060,300,300
885,Supplier,Bandung-WH16,PROD1060,312,312
886,Supplier,Bali-WH17,PROD1060,189,189
887,Supplier,Bali-WH18,PROD1060,84,84
888,Surabaya-WH1,Surabaya-WH8,PROD1122,756,324
889,Surabaya-WH1,Surabaya-WH20,PROD1122,720,6
890,Jakarta-WH2,Jakarta-WH14,PROD1122,456,25
891,Jakarta-WH5,Bandung-WH3,PROD1122,325,147
892,Jakarta-WH5,Jakarta-WH14,PROD1122,456,124
893,Bandung-WH9,Bandung-WH3,PROD1122,325,111
894,Bandung-WH9,Bandung-WH6,PROD1122,506,104
895,Surabaya-WH10,Surabaya-WH8,PROD1122,756,415
896,Bali-WH11,Bandung-WH3,PROD1122,325,27
897,Bali-WH11,Surabaya-WH4,PROD1122,575,298
898,Jakarta-WH12,Jakarta-WH14,PROD1122,456,27
899,Jakarta-WH13,Jakarta-WH7,PROD1122,360,316
900,Jakarta-WH13,Jakarta-WH14,PROD1122,456,135
901,Surabaya-WH15,Surabaya-WH20,PROD1122,720,42
902,Bandung-WH16,Bandung-WH3,PROD1122,325,28
903,Bali-WH17,Surabaya-WH4,PROD1122,575,174
904,Bali-WH18,Surabaya-WH20,PROD1122,720,62
905,Surabaya-WH19,Surabaya-WH4,PROD1122,575,33
906,Surabaya-WH19,Surabaya-WH20,PROD1122,720,286
907,Supplier,Surabaya-WH1,PROD1122,50,50
908,Supplier,Jakarta-WH2,PROD1122,46,46
909,Supplier,Surabaya-WH10,PROD1122,360,360
910,Supplier,Bali-WH11,PROD1122,675,675
911,Supplier,Jakarta-WH12,PROD1122,675,675
912,Supplier,Jakarta-WH13,PROD1122,288,288
913,Supplier,Surabaya-WH15,PROD1122,104,104
914,Supplier,Bandung-WH16,PROD1122,115,47
915,Supplier,Bali-WH17,PROD1122,720,720
916,Supplier,Bali-WH18,PROD1122,144,144
917,Jakarta-WH2,Jakarta-WH5,PROD1136,550,10
918,Bandung-WH6,Bandung-WH3,PROD1136,725,39
919,Bandung-WH6,Bandung-WH16,PROD1136,672,226
920,Jakarta-WH7,Bandung-WH3,PROD1136,725,2
921,Jakarta-WH7,Jakarta-WH5,PROD1136,550,32
922,Surabaya-WH8,Bandung-WH3,PROD1136,725,51
923,Bandung-WH9,Bandung-WH3,PROD1136,725,301
924,Jakarta-WH12,Jakarta-WH13,PROD1136,425,395
925,Jakarta-WH12,Bandung-WH16,PROD1136,672,4
926,Jakarta-WH14,Jakarta-WH5,PROD1136,550,232
927,Surabaya-WH15,Surabaya-WH1,PROD1136,600,304
928,Surabaya-WH15,Surabaya-WH4,PROD1136,450,96
929,Surabaya-WH15,Surabaya-WH10,PROD1136,576,54
930,Bali-WH17,Bali-WH11,PROD1136,513,167
931,Bali-WH18,Bali-WH11,PROD1136,513,259
932,Surabaya-WH19,Surabaya-WH10,PROD1136,576,74
933,Surabaya-WH20,Surabaya-WH1,PROD1136,600,243
934,Surabaya-WH20,Bandung-WH3,PROD1136,725,49
935,Surabaya-WH20,Bali-WH11,PROD1136,513,2
936,Supplier,Bandung-WH6,PROD1136,144,69
937,Supplier,Jakarta-WH7,PROD1136,84,84
938,Supplier,Jakarta-WH12,PROD1136,100,100
939,Supplier,Surabaya-WH15,PROD1136,225,225
940,Supplier,Bali-WH17,PROD1136,322,322
941,Supplier,Bali-WH18,PROD1136,253,253
